Unnamed: 0,year,geoUncertaintyInM,areaInM2,region,country,speciesId,surveyId,geometry,in_polygon,lon,lat,subset
944,2020,10.0,-inf,MEDITERRANEAN,France,11193.0,53781,POINT (6.53478 43.2012),True,6.53478,43.2012,train
955,2018,0.0,25.0,MEDITERRANEAN,France,9642.0,55464,POINT (3.594671 43.587541),True,3.594671,43.587541,train
957,2017,0.0,250.0,MEDITERRANEAN,France,1539.0,55893,POINT (5.66691 43.317593),True,5.66691,43.317593,train
961,2019,10.0,150.0,MEDITERRANEAN,France,6492.0,56890,POINT (6.11076 43.09938),True,6.11076,43.09938,train
982,2019,10.0,200.0,MEDITERRANEAN,France,7305.0,57002,POINT (4.46339 43.6147),True,4.46339,43.6147,train
989,2020,10.0,-inf,MEDITERRANEAN,France,51.0,57297,POINT (6.53615 43.2),True,6.53615,43.2,train
997,2017,0.0,15.0,MEDITERRANEAN,France,11078.0,58013,POINT (5.172998 43.400221),True,5.172998,43.400221,train
1001,2019,1.0,,MEDITERRANEAN,France,3935.0,58108,POINT (3.33049 43.7156),True,3.33049,43.7156,train
1007,2020,9.0,10.0,MEDITERRANEAN,France,9922.0,58312,POINT (7.016647 43.859946),True,7.016647,43.859946,train
1020,2021,5.0,16.0,MEDITERRANEAN,France,9581.0,60662,POINT (2.812483 42.994152),True,2.812483,42.994152,train
1058,2021,5.0,-inf,MEDITERRANEAN,France,11193.0,60996,POINT (7.195884 43.746717),True,7.195884,43.746717,train
1069,2021,0.0,3.0,ALPINE,France,4551.0,62976,POINT (7.473166 44.083829),True,7.473166,44.083829,train
1081,2017,1.0,,MEDITERRANEAN,France,4498.0,64504,POINT (2.63022 42.49793),True,2.63022,42.49793,train
1104,2018,0.0,16.0,ALPINE,France,3447.0,65270,POINT (1.951045 42.526651),True,1.951045,42.526651,train
1130,2017,1.0,,CONTINENTAL,France,10600.0,65656,POINT (3.84802 44.53696),True,3.84802,44.53696,train
1145,2020,10.0,-inf,MEDITERRANEAN,France,1160.0,65770,POINT (6.54499 43.1897),True,6.54499,43.1897,train
1156,2018,10.0,100.0,MEDITERRANEAN,France,7192.0,66225,POINT (5.43772 43.39329),True,5.43772,43.39329,train
1187,2020,4.0,270.0,MEDITERRANEAN,France,2643.0,66715,POINT (3.991115 43.805385),True,3.991115,43.805385,train
1204,2021,10.0,5.0,MEDITERRANEAN,France,3623.0,67171,POINT (4.80283 43.9546),True,4.80283,43.9546,train
1209,2018,0.0,30.0,ALPINE,France,10399.0,67210,POINT (7.333826 44.130631),True,7.333826,44.130631,train
1223,2020,10.0,40.0,MEDITERRANEAN,France,9877.0,67617,POINT (3.895614 43.512004),True,3.895614,43.512004,train
1233,2021,10.0,200.0,MEDITERRANEAN,France,10305.0,67890,POINT (5.12492 43.5059),True,5.12492,43.5059,train
1242,2020,5.0,50.0,MEDITERRANEAN,France,9547.0,72298,POINT (4.112119 43.615126),True,4.112119,43.615126,train
1251,2019,0.0,100.0,MEDITERRANEAN,France,2719.0,72880,POINT (5.374974 43.210098),True,5.374974,43.210098,train
1267,2017,0.0,-inf,MEDITERRANEAN,France,8138.0,74632,POINT (3.867004 44.194853),True,3.867004,44.194853,train
1283,2017,0.0,100.0,MEDITERRANEAN,France,3837.0,75812,POINT (4.552476 43.453593),True,4.552476,43.453593,train
1290,2020,10.0,60.0,MEDITERRANEAN,France,7868.0,75924,POINT (6.50454 43.1821),True,6.50454,43.1821,train
1309,2020,3.0,16.0,MEDITERRANEAN,France,9994.0,76017,POINT (3.780013 43.46212),True,3.780013,43.46212,train
1331,2021,5.0,100.0,MEDITERRANEAN,France,5721.0,76985,POINT (2.97246 43.45868),True,2.97246,43.45868,train
1345,2019,10.0,30.0,MEDITERRANEAN,France,10619.0,77481,POINT (6.604804 43.18125),True,6.604804,43.18125,train
1359,2017,0.0,100.0,MEDITERRANEAN,France,9513.0,78357,POINT (5.600903 43.236857),True,5.600903,43.236857,train
1369,2018,10.0,-inf,ALPINE,France,10591.0,79548,POINT (1.958611 42.742667),True,1.958611,42.742667,train
1377,2020,10.0,50.0,MEDITERRANEAN,France,9977.0,81555,POINT (4.95377 44.0552),True,4.95377,44.0552,train
1423,2020,4.0,200.0,MEDITERRANEAN,France,11193.0,82200,POINT (6.107941 43.148145),True,6.107941,43.148145,train
1454,2021,5.0,100.0,MEDITERRANEAN,France,5817.0,82405,POINT (3.08818 43.152772),True,3.08818,43.152772,train
1474,2020,3.0,200.0,MEDITERRANEAN,France,2474.0,82873,POINT (3.757449 43.663624),True,3.757449,43.663624,train
1508,2018,10.0,16.0,MEDITERRANEAN,France,7315.0,83405,POINT (3.050512 42.894565),True,3.050512,42.894565,train
1522,2017,0.0,-inf,MEDITERRANEAN,France,7755.0,85546,POINT (3.858355 44.173057),True,3.858355,44.173057,train
1539,2018,1.0,,MEDITERRANEAN,France,6874.0,87627,POINT (6.37199 43.59098),True,6.37199,43.59098,train
1600,2018,0.0,200.0,MEDITERRANEAN,France,11140.0,88389,POINT (6.026188 43.115802),True,6.026188,43.115802,train
1641,2021,4.0,50.0,MEDITERRANEAN,France,2373.0,89168,POINT (4.998267 44.224124),True,4.998267,44.224124,train
1669,2018,0.0,15.0,MEDITERRANEAN,France,3251.0,89922,POINT (6.903554 43.513912),True,6.903554,43.513912,train
1684,2021,5.0,-inf,MEDITERRANEAN,France,4719.0,90210,POINT (7.148467 43.722869),True,7.148467,43.722869,train
1698,2020,10.0,40.0,MEDITERRANEAN,France,2926.0,90389,POINT (3.881654 43.50468),True,3.881654,43.50468,train
1708,2017,10.0,-inf,MEDITERRANEAN,France,4059.0,94126,POINT (3.045694 42.884111),True,3.045694,42.884111,train
1720,2018,10.0,16.0,MEDITERRANEAN,France,10082.0,97883,POINT (3.036703 42.75737),True,3.036703,42.75737,train
1731,2019,1.0,,CONTINENTAL,France,53.0,98380,POINT (3.77259 44.53797),True,3.77259,44.53797,train
1750,2021,5.0,200.0,MEDITERRANEAN,France,5412.0,100081,POINT (3.792378 43.647386),True,3.792378,43.647386,train
1785,2017,0.0,16.0,MEDITERRANEAN,France,4130.0,100162,POINT (3.349223 43.273185),True,3.349223,43.273185,train
1803,2018,0.0,100.0,MEDITERRANEAN,France,7315.0,101264,POINT (4.458102 43.522482),True,4.458102,43.522482,train
1816,2020,10.0,-inf,MEDITERRANEAN,France,7318.0,102940,POINT (6.933717 43.493311),True,6.933717,43.493311,train
1842,2020,9.0,50.0,MEDITERRANEAN,France,1195.0,102946,POINT (4.044261 43.559898),True,4.044261,43.559898,train
1853,2021,5.0,16.0,MEDITERRANEAN,France,1531.0,102976,POINT (4.023429 43.555153),True,4.023429,43.555153,train
1859,2020,10.0,-inf,MEDITERRANEAN,France,51.0,103737,POINT (6.45809 43.172),True,6.45809,43.172,train
1871,2021,10.0,-inf,MEDITERRANEAN,France,2957.0,105736,POINT (5.09386 44.1856),True,5.09386,44.1856,train
1893,2021,10.0,100.0,MEDITERRANEAN,France,6039.0,105833,POINT (5.74805 43.70716),True,5.74805,43.70716,train
1921,2017,10.0,1.0,MEDITERRANEAN,France,4985.0,109724,POINT (7.30387 43.714417),True,7.30387,43.714417,train
1928,2017,0.0,4.0,MEDITERRANEAN,France,11125.0,110229,POINT (4.328764 43.45779),True,4.328764,43.45779,train
1938,2018,0.0,-inf,MEDITERRANEAN,France,5116.0,110285,POINT (5.381253 43.23675),True,5.381253,43.23675,train
1974,2020,2.0,200.0,MEDITERRANEAN,France,8424.0,112317,POINT (5.930338 43.275345),True,5.930338,43.275345,train
2001,2017,1.0,,MEDITERRANEAN,France,9458.0,112770,POINT (3.87664 43.74519),True,3.87664,43.74519,train
2017,2019,1.0,,MEDITERRANEAN,France,7837.0,112869,POINT (6.85389 43.73396),True,6.85389,43.73396,train
2044,2021,5.0,250.0,MEDITERRANEAN,France,9458.0,114429,POINT (3.673639 43.65069),True,3.673639,43.65069,train
2058,2020,10.0,50.0,MEDITERRANEAN,France,1531.0,115619,POINT (3.30575 43.25213),True,3.30575,43.25213,train
2065,2017,0.0,9.0,MEDITERRANEAN,France,10051.0,116766,POINT (4.838646 43.37294),True,4.838646,43.37294,train
2076,2019,1.0,,MEDITERRANEAN,France,3451.0,116851,POINT (6.78103 43.75498),True,6.78103,43.75498,train
2099,2021,8.0,4.0,ALPINE,Spain,790.0,121083,POINT (2.147024 42.44538),True,2.147024,42.44538,train
2116,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,122084,POINT (3.517462 43.327664),True,3.517462,43.327664,train
2117,2021,4.0,25.0,MEDITERRANEAN,France,11157.0,122228,POINT (4.211714 43.582824),True,4.211714,43.582824,train
2137,2020,4.0,16.0,MEDITERRANEAN,France,5212.0,125141,POINT (5.946019 43.265662),True,5.946019,43.265662,train
2147,2020,5.0,16.0,MEDITERRANEAN,France,5749.0,125395,POINT (3.734986 43.666896),True,3.734986,43.666896,train
2167,2019,10.0,-inf,MEDITERRANEAN,France,265.0,125419,POINT (7.10847 43.73528),True,7.10847,43.73528,train
2205,2017,10.0,-inf,MEDITERRANEAN,France,6279.0,126782,POINT (3.512509 43.324989),True,3.512509,43.324989,train
2207,2019,10.0,16.0,MEDITERRANEAN,France,7315.0,128045,POINT (3.681813 43.393408),True,3.681813,43.393408,train
2216,2021,10.0,30.0,MEDITERRANEAN,France,3958.0,128168,POINT (2.266228 43.187136),True,2.266228,43.187136,train
2220,2017,10.0,500.0,MEDITERRANEAN,France,5018.0,128741,POINT (3.039056 42.812278),True,3.039056,42.812278,train
2239,2017,0.0,100.0,MEDITERRANEAN,France,2010.0,129285,POINT (5.651342 43.632251),True,5.651342,43.632251,train
2263,2021,5.0,100.0,MEDITERRANEAN,France,6205.0,129505,POINT (6.772295 43.823368),True,6.772295,43.823368,train
2312,2019,1.0,,MEDITERRANEAN,France,5817.0,131138,POINT (3.67406 43.56808),True,3.67406,43.56808,train
2331,2021,4.0,2.0,MEDITERRANEAN,France,351.0,131914,POINT (5.113644 44.133052),True,5.113644,44.133052,train
2349,2017,1.0,,MEDITERRANEAN,France,3345.0,132019,POINT (7.51999 43.95636),True,7.51999,43.95636,train
2373,2021,5.0,3.0,MEDITERRANEAN,France,9126.0,132200,POINT (6.866302 43.582673),True,6.866302,43.582673,train
2392,2019,0.0,1000.0,MEDITERRANEAN,France,7749.0,133164,POINT (6.601929 43.182498),True,6.601929,43.182498,train
2401,2017,10.0,100.0,MEDITERRANEAN,France,7090.0,135169,POINT (3.037667 42.812278),True,3.037667,42.812278,train
2439,2021,5.0,-inf,MEDITERRANEAN,France,6685.0,136114,POINT (7.065517 43.843122),True,7.065517,43.843122,train
2491,2018,1.0,,MEDITERRANEAN,France,3043.0,136183,POINT (5.06558 44.22553),True,5.06558,44.22553,train
2528,2021,10.0,200.0,MEDITERRANEAN,France,9890.0,137049,POINT (4.48925 43.6383),True,4.48925,43.6383,train
2535,2019,10.0,3.0,MEDITERRANEAN,France,8801.0,137790,POINT (6.38726 43.23525),True,6.38726,43.23525,train
2540,2020,4.0,200.0,MEDITERRANEAN,France,6183.0,139939,POINT (3.799693 43.640571),True,3.799693,43.640571,train
2586,2017,0.0,-inf,MEDITERRANEAN,France,10255.0,140170,POINT (3.691355 44.133894),True,3.691355,44.133894,train
2595,2017,0.0,-inf,MEDITERRANEAN,France,5412.0,141423,POINT (3.87164 44.086848),True,3.87164,44.086848,train
2613,2018,10.0,300.0,ALPINE,France,976.0,141480,POINT (1.965359 42.522781),True,1.965359,42.522781,train
2637,2020,3.0,4.0,MEDITERRANEAN,France,7295.0,143151,POINT (3.778477 43.665287),True,3.778477,43.665287,train
2639,2017,0.0,9.0,ALPINE,France,4842.0,143529,POINT (2.012209 42.618507),True,2.012209,42.618507,train
2653,2021,5.0,50.0,MEDITERRANEAN,France,982.0,144245,POINT (3.217108 43.462851),True,3.217108,43.462851,train
2674,2018,10.0,16.0,MEDITERRANEAN,France,5907.0,145163,POINT (3.016237 42.83064),True,3.016237,42.83064,train
2685,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,145963,POINT (3.514941 43.321379),True,3.514941,43.321379,train
2711,2019,0.0,-inf,MEDITERRANEAN,France,1912.0,146073,POINT (6.035032 43.08018),True,6.035032,43.08018,train
2740,2018,0.0,100.0,MEDITERRANEAN,France,9513.0,146432,POINT (5.62014 43.405444),True,5.62014,43.405444,train
2754,2017,1.0,,CONTINENTAL,France,6989.0,147022,POINT (3.72009 44.4487),True,3.72009,44.4487,train
2768,2017,10.0,-inf,MEDITERRANEAN,France,6279.0,147049,POINT (3.511221 43.318698),True,3.511221,43.318698,train
2770,2018,0.0,-inf,MEDITERRANEAN,France,3347.0,147258,POINT (6.017738 43.118443),True,6.017738,43.118443,train
2775,2020,3.0,16.0,MEDITERRANEAN,France,982.0,147654,POINT (4.040674 43.557183),True,4.040674,43.557183,train
2782,2018,10.0,16.0,MEDITERRANEAN,France,1531.0,150025,POINT (3.037773 42.770605),True,3.037773,42.770605,train
2792,2017,10.0,-inf,MEDITERRANEAN,France,7955.0,153397,POINT (3.519845 43.318657),True,3.519845,43.318657,train
2794,2018,0.0,16.0,ALPINE,France,96.0,153400,POINT (6.836574 44.306508),True,6.836574,44.306508,train
2823,2021,0.0,8.0,ALPINE,France,2184.0,154518,POINT (7.474419 44.082489),True,7.474419,44.082489,train
2830,2017,0.0,250.0,MEDITERRANEAN,France,9572.0,154902,POINT (5.498877 43.227081),True,5.498877,43.227081,train
2837,2019,0.0,50.0,MEDITERRANEAN,France,1986.0,155109,POINT (3.277655 43.835171),True,3.277655,43.835171,train
2850,2018,10.0,-inf,ALPINE,France,4638.0,155637,POINT (1.957972 42.743639),True,1.957972,42.743639,train
2932,2021,5.0,100.0,MEDITERRANEAN,France,9458.0,159175,POINT (3.10722 43.14834),True,3.10722,43.14834,train
2951,2018,10.0,-inf,MEDITERRANEAN,France,3738.0,160720,POINT (7.089966 43.610477),True,7.089966,43.610477,train
2994,2017,0.0,4.0,MEDITERRANEAN,France,6048.0,161458,POINT (5.645082 43.540901),True,5.645082,43.540901,train
3013,2020,10.0,100.0,MEDITERRANEAN,France,5665.0,161720,POINT (4.95533 44.0551),True,4.95533,44.0551,train
3035,2021,6.0,25.0,MEDITERRANEAN,France,600.0,162843,POINT (3.781245 43.465838),True,3.781245,43.465838,train
3044,2021,5.0,-inf,MEDITERRANEAN,France,9261.0,167065,POINT (7.213439 43.81203),True,7.213439,43.81203,train
3065,2021,4.0,50.0,MEDITERRANEAN,France,4003.0,167253,POINT (5.11592 44.134311),True,5.11592,44.134311,train
3089,2019,1.0,,MEDITERRANEAN,France,8542.0,170239,POINT (2.38817 43.1989),True,2.38817,43.1989,train
3104,2019,1.0,,CONTINENTAL,France,8055.0,171223,POINT (3.50045 44.75706),True,3.50045,44.75706,train
3128,2019,10.0,-inf,ALPINE,France,3479.0,171527,POINT (7.37407 43.9745),True,7.37407,43.9745,train
3174,2020,3.0,16.0,MEDITERRANEAN,France,982.0,174090,POINT (4.027906 43.557821),True,4.027906,43.557821,train
3183,2021,10.0,200.0,MEDITERRANEAN,France,2753.0,174117,POINT (4.78159 43.6543),True,4.78159,43.6543,train
3211,2020,3.0,4.0,MEDITERRANEAN,France,11078.0,174363,POINT (3.873591 43.545822),True,3.873591,43.545822,train
3212,2019,10.0,100.0,MEDITERRANEAN,France,6039.0,175385,POINT (5.369457 43.208176),True,5.369457,43.208176,train
3227,2017,0.0,-inf,MEDITERRANEAN,France,6205.0,175962,POINT (3.711102 44.221871),True,3.711102,44.221871,train
3247,2017,1.0,,MEDITERRANEAN,France,51.0,177046,POINT (3.98725 44.13921),True,3.98725,44.13921,train
3284,2018,1.0,,CONTINENTAL,France,661.0,178711,POINT (3.34899 44.75855),True,3.34899,44.75855,train
3300,2021,5.0,200.0,MEDITERRANEAN,France,180.0,179153,POINT (3.817879 43.593862),True,3.817879,43.593862,train
3341,2018,1.0,,MEDITERRANEAN,France,476.0,179801,POINT (5.68119 43.63255),True,5.68119,43.63255,train
3361,2017,0.0,40.0,MEDITERRANEAN,France,1304.0,180122,POINT (5.335572 43.370798),True,5.335572,43.370798,train
3384,2017,10.0,100.0,MEDITERRANEAN,France,2211.0,180288,POINT (1.995278 42.841917),True,1.995278,42.841917,train
3416,2019,0.0,50.0,MEDITERRANEAN,France,10305.0,180304,POINT (3.798708 43.793822),True,3.798708,43.793822,train
3426,2017,0.0,-inf,MEDITERRANEAN,France,5071.0,184068,POINT (3.822054 44.147519),True,3.822054,44.147519,train
3435,2021,5.0,100.0,MEDITERRANEAN,France,4029.0,184441,POINT (3.070178 43.13099),True,3.070178,43.13099,train
3449,2019,10.0,-inf,MEDITERRANEAN,France,1531.0,184776,POINT (3.244209 43.216781),True,3.244209,43.216781,train
3457,2021,10.0,200.0,MEDITERRANEAN,France,4326.0,185246,POINT (4.98129 43.4805),True,4.98129,43.4805,train
3485,2020,4.0,400.0,MEDITERRANEAN,France,981.0,185866,POINT (2.775296 43.53831),True,2.775296,43.53831,train
3491,2019,1.0,,MEDITERRANEAN,France,7706.0,186334,POINT (5.37692 43.96538),True,5.37692,43.96538,train
3516,2017,1.0,,MEDITERRANEAN,France,6945.0,186953,POINT (6.04968 43.58454),True,6.04968,43.58454,train
3532,2021,5.0,1.0,MEDITERRANEAN,France,10910.0,187105,POINT (4.797061 44.206054),True,4.797061,44.206054,train
3537,2020,10.0,40.0,MEDITERRANEAN,France,4719.0,187322,POINT (5.15352 44.1683),True,5.15352,44.1683,train
3545,2017,0.0,-inf,MEDITERRANEAN,France,10896.0,187491,POINT (3.779655 44.231649),True,3.779655,44.231649,train
3555,2021,5.0,16.0,MEDITERRANEAN,France,8959.0,189445,POINT (6.48424 43.272725),True,6.48424,43.272725,train
3573,2017,0.0,-inf,MEDITERRANEAN,France,10255.0,190262,POINT (3.667701 44.205554),True,3.667701,44.205554,train
3583,2018,10.0,16.0,MEDITERRANEAN,France,3466.0,191441,POINT (3.051268 42.89122),True,3.051268,42.89122,train
3602,2017,0.0,-inf,MEDITERRANEAN,France,6711.0,192823,POINT (3.741025 44.207073),True,3.741025,44.207073,train
3623,2017,1.0,,CONTINENTAL,France,8512.0,192968,POINT (2.66078 43.62979),True,2.66078,43.62979,train
3634,2021,5.0,4.0,MEDITERRANEAN,France,5754.0,194829,POINT (3.811427 43.626003),True,3.811427,43.626003,train
3651,2021,6.0,250.0,MEDITERRANEAN,France,3935.0,195742,POINT (2.930362 43.466767),True,2.930362,43.466767,train
3663,2017,0.0,16.0,MEDITERRANEAN,France,1176.0,197574,POINT (3.348627 43.272369),True,3.348627,43.272369,train
3680,2020,10.0,20.0,MEDITERRANEAN,France,544.0,198419,POINT (5.3517 43.9967),True,5.3517,43.9967,train
3705,2020,10.0,40.0,MEDITERRANEAN,France,5876.0,198580,POINT (3.038264 42.769881),True,3.038264,42.769881,train
3710,2021,0.0,50.0,MEDITERRANEAN,France,8542.0,199939,POINT (7.006793 43.869172),True,7.006793,43.869172,train
3739,2017,10.0,16.0,MEDITERRANEAN,France,6410.0,200232,POINT (3.349625 43.272509),True,3.349625,43.272509,train
3756,2019,10.0,-inf,MEDITERRANEAN,France,7848.0,201007,POINT (7.07009 43.7589),True,7.07009,43.7589,train
3791,2021,6.0,100.0,MEDITERRANEAN,France,2756.0,201492,POINT (2.970333 43.478855),True,2.970333,43.478855,train
3804,2020,5.0,25.0,MEDITERRANEAN,France,857.0,202925,POINT (3.8727 43.525571),True,3.8727,43.525571,train
3811,2019,10.0,-inf,MEDITERRANEAN,France,6491.0,204819,POINT (3.15949 43.246358),True,3.15949,43.246358,train
3816,2018,1.0,,MEDITERRANEAN,France,10909.0,205501,POINT (7.36141 43.85571),True,7.36141,43.85571,train
3843,2018,1.0,,MEDITERRANEAN,France,476.0,205557,POINT (5.10014 43.39715),True,5.10014,43.39715,train
3860,2018,0.0,30.0,MEDITERRANEAN,France,4748.0,206390,POINT (6.027474 43.115478),True,6.027474,43.115478,train
3872,2021,5.0,250.0,MEDITERRANEAN,France,5474.0,206532,POINT (4.051606 43.91051),True,4.051606,43.91051,train
3891,2017,1.0,,MEDITERRANEAN,France,7322.0,208023,POINT (5.82572 43.16023),True,5.82572,43.16023,train
3904,2018,0.0,-inf,MEDITERRANEAN,France,1069.0,209881,POINT (4.853425 43.666228),True,4.853425,43.666228,train
3917,2021,4.0,4.0,MEDITERRANEAN,France,5528.0,210853,POINT (2.800612 42.993388),True,2.800612,42.993388,train
